Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,MonthlyIncome_range,experience,last_promotion,experienceInCurrentRole
51,0,R,313,Re&De,-0.6954820319532931,3,Medical,258,4,Female,98,3,4,Healthcare,2,Single,1.4681071325726105,7192,0.4489506360843417,0,18,3,3,0,1.140898923908119,6,3,0.35383028348375706,0.8826704550237439,-0.11727146504788616,-1.675043127180746,50's,10k-15k,20-30,<5,5-10
52,0,R,699,Re&De,-1.5053496669764959,4,LE,259,3,Male,65,2,5,Manager,3,Married,2.0339741215163722,5678,-1.6217853521327694,0,14,3,1,1,1.8057182391886029,5,3,2.266194938078736,1.9722996568606792,2.0956397277388885,1.1817781057751064,50's,15k-20k,30-40,10-15,15+
27,0,R,894,Re&De,0.37510474792386383,3,Medical,260,4,Female,99,3,1,RS,2,Single,-1.2360139712554514,11781,-0.5864173580242138,0,16,3,4,0,-0.3075690972864685,2,2,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.04493463955819317,20's,<5k,<10,<5,5-10
35,1,R,556,Re&De,1.3979954351294148,2,LE,261,2,Male,50,2,2,MD,3,Married,0.20002379459023711,15497,0.4489506360843417,1,13,3,1,0,-0.1389206128713836,1,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-0.8150542438112763,30's,5k-10k,<10,<5,<5
43,0,N,1344,Re&De,0.11438560306990991,3,Medical,262,4,Male,37,4,1,RS,4,Divorced,-1.3670380193872118,5228,0.7822646819350587,0,14,3,4,3,-0.3075690972864685,3,4,-0.026393511770457165,0.29061126825485295,0.38349791355828505,-0.31199299600307684,40's,<5k,<10,<5,<5
45,0,N,1195,Re&De,-1.0316074699401947,2,Medical,264,1,Male,65,2,4,Manager,4,Married,1.7708005905183997,20462,1.8176326760436148,0,23,4,4,1,1.2045474989798381,1,3,1.6293589179020018,1.0310406461599277,2.0956397277388885,1.0510571351745928,40's,15k-20k,20-30,10-15,5-10
37,0,R,290,Re&De,1.2963320365337836,3,LE,267,2,Male,65,4,1,RS,1,Married,-0.56292661997863,22977,-0.5864173580242138,1,12,3,1,1,-0.1389206128713836,3,2,0.5095018289928678,0.8826704550237439,-0.11727146504788616,0.9049235229276625,30's,<5k,<10,<5,5-10
35,0,F,138,Re&De,-1.0316074699401947,3,Medical,269,2,Female,37,3,2,LT,2,Single,-0.23716785184381486,15986,1.0546020870847297,0,11,3,4,0,0.14841116175654057,5,3,0.177344441121138,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,30's,<5k,10-20,<5,<5
42,0,N,926,Re&De,1.2963320365337836,2,Medical,270,3,Female,36,3,2,MD,3,Divorced,0.024506897997202556,16439,0.019234092976174,0,16,3,2,1,0.27299902599686326,5,3,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,-0.31199299600307684,40's,5k-10k,10-20,<5,<5
38,0,R,1261,Re&De,-1.0316074699401947,4,LE,271,4,Male,88,3,2,MD,3,Married,0.3539885234647684,7259,1.8176326760436148,0,14,3,2,0,0.5925087204653425,3,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,5k-10k,10-20,<5,<5
38,0,R,1084,Re&De,1.6587145799833682,3,TD,273,4,Male,54,3,2,MD,4,Married,0.28535907857730625,4185,0.4489506360843417,0,18,3,1,1,0.01194059718201139,3,1,0.35383028348375706,0.8826704550237439,-0.11727146504788616,0.9049235229276625,30's,5k-10k,<10,<5,5-10
27,0,F,472,Re&De,-1.5053496669764959,1,TD,274,3,Male,60,2,2,MD,1,Married,-0.28100819322905096,9679,1.0546020870847297,0,19,3,3,1,-0.49876697958303323,1,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-1.675043127180746,20's,<5k,<10,<5,<5
49,0,N,1002,Re&De,1.125041707062853,4,LE,275,4,Male,92,3,2,MD,4,Divorced,0.41058062891840885,23793,-0.5864173580242138,1,15,3,1,2,-0.3075690972864685,0,3,0.35383028348375706,0.8826704550237439,-0.11727146504788616,0.9049235229276625,40's,5k-10k,<10,<5,5-10
34,0,F,878,Re&De,0.48646440151058035,4,Medical,277,4,Male,43,3,1,RS,3,Divorced,-0.4604721344236041,5972,-0.5864173580242138,1,17,3,4,1,-0.7194887361547153,4,4,-0.026393511770457165,0.009519418526307482,0.38349791355828505,-1.675043127180746,30's,<5k,<10,<5,<5
40,0,R,905,Re&De,1.1849723829470664,2,Medical,281,3,Male,99,3,2,LT,4,Married,-0.9581706809940418,16523,1.660253538085118,1,15,3,3,1,0.6849186648651102,2,4,0.35383028348375706,-0.3528710041543192,0.7387994420424154,0.9049235229276625,40's,<5k,10-20,<5,<5
38,1,R,1180,Re&De,1.6587145799833682,1,Medical,282,2,Male,70,3,2,Healthcare,1,Married,0.3813099858338156,11354,1.484318630192897,1,19,3,2,0,0.8535671492801944,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,5k-10k,10-20,<5,<5
29,1,R,121,Sales,1.5781038594442474,3,Marketing,283,2,Female,35,3,3,SE,4,Married,0.5848649528937725,24525,-0.5864173580242138,0,22,4,4,3,0.14841116175654057,3,2,0.7747243810088977,0.29061126825485295,-0.11727146504788616,1.1817781057751064,20's,5k-10k,10-20,<5,<5
22,0,R,1136,Re&De,-0.22173983491699154,3,LE,284,4,Male,60,4,1,RS,2,Divorced,-1.2039947546358647,12392,-0.5864173580242138,1,16,3,1,1,-0.9805471649695675,2,2,-0.2673643643857992,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,20's,<5k,<10,<5,<5
36,0,F,635,Re&De,1.125041707062853,1,Medical,286,2,Female,73,3,1,LT,4,Single,-1.3216185046060407,7703,-0.5864173580242138,0,13,3,1,0,-0.1389206128713836,2,3,0.5095018289928678,-0.8636316179711291,-0.11727146504788616,0.9049235229276625,30's,<5k,<10,<5,<5
40,0,N,1151,Re&De,0.37510474792386383,5,LE,287,4,Male,63,2,2,Healthcare,4,Married,-0.09105141827957752,14242,1.8176326760436148,0,14,3,4,1,-0.7194887361547153,5,1,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,40's,<5k,<10,<5,<5
46,0,R,644,Re&De,-1.5053496669764959,4,Medical,288,4,Male,97,3,3,Healthcare,1,Divorced,0.8965603521124432,12368,1.484318630192897,0,16,3,3,1,0.8535671492801944,3,3,-0.2673643643857992,-0.3528710041543192,-0.9733423721381878,0.04493463955819317,40's,5k-10k,10-20,<5,<5
32,1,R,1045,Sales,-0.43476288709933963,4,Medical,291,4,Male,32,1,3,SE,4,Married,1.049419020292962,25812,-0.5864173580242138,0,11,3,3,0,0.5925087204653425,2,2,1.1846501123950648,1.0310406461599277,1.8704636253407945,1.0510571351745928,30's,10k-15k,10-20,5-10,5-10
30,0,N,829,Re&De,-1.5053496669764959,1,LE,292,3,Male,88,2,3,MD,3,Single,0.7410538833221929,20925,-0.5864173580242138,0,22,4,3,0,0.38760875109346676,2,3,0.889725624247082,1.0310406461599277,1.2395688206485869,1.0510571351745928,30's,5k-10k,10-20,5-10,5-10
27,0,F,1242,Sales,1.241978421457346,3,LE,293,4,Female,90,3,2,SE,3,Single,0.9875017118269688,12916,-0.5864173580242138,0,14,3,4,0,-0.3075690972864685,2,3,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.9049235229276625,20's,5k-10k,<10,<5,5-10
51,0,R,1469,Re&De,0.2520023621193102,4,LE,296,2,Male,81,2,3,RD,2,Married,1.325145557176508,15736,1.0546020870847297,0,16,3,4,2,0.7717244644490785,5,1,0.7747243810088977,1.16376230475229,1.0143927182504924,0.9049235229276625,50's,10k-15k,10-20,<5,5-10
30,1,R,1005,Re&De,-0.6954820319532931,3,TD,297,4,Female,88,3,1,RS,1,Single,-1.0050223996625982,8556,1.0546020870847297,1,11,3,3,0,-0.1389206128713836,5,3,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,0.3217892224056365,30's,<5k,<10,<5,<5
41,0,R,896,Sales,-0.041631410602158754,3,LE,298,4,Female,75,3,3,Manager,4,Single,1.4523472487287077,14674,0.4489506360843417,1,18,3,3,0,0.7717244644490785,3,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,10k-15k,10-20,<5,<5
30,1,F,334,Sales,1.5356121941788146,4,Marketing,299,3,Female,52,2,2,SE,1,Single,0.3864904579794855,22967,1.0546020870847297,0,15,3,3,0,0.01194059718201139,5,2,0.177344441121138,0.009519418526307482,-0.9733423721381878,-0.8150542438112763,30's,5k-10k,<10,<5,<5
29,1,R,992,Re&De,-1.5053496669764959,3,TD,300,3,Male,85,3,1,RS,3,Single,-1.3895405472552305,19757,-1.6217853521327694,0,14,3,4,0,-0.3075690972864685,1,2,0.177344441121138,-0.3528710041543192,-0.11727146504788616,0.5479958873663928,20's,<5k,<10,<5,<5
45,0,N,1052,Sales,-0.041631410602158754,3,Medical,302,4,Female,57,2,3,SE,4,Single,0.8089713066491465,16840,1.2848600822687926,0,12,3,4,0,1.265486788148442,2,3,1.564873907649279,0.8826704550237439,2.194496414003837,1.0510571351745928,40's,5k-10k,20-30,10-15,5-10
54,0,R,1147,Sales,-0.6954820319532931,3,Marketing,303,4,Female,52,3,2,SE,1,Married,0.20611923873643928,17011,0.019234092976174,0,14,3,4,1,0.7717244644490785,4,3,0.177344441121138,-0.3528710041543192,-0.9733423721381878,0.5479958873663928,50's,5k-10k,10-20,<5,<5
36,0,R,1396,Re&De,-0.22173983491699154,2,LE,304,4,Male,62,3,2,LT,2,Single,0.19951472540864826,9945,1.660253538085118,0,16,3,4,0,0.7717244644490785,3,4,1.0934635771386776,1.3934310688405542,0.7387994420424154,0.9049235229276625,30's,5k-10k,10-20,<5,10-15
33,0,R,147,Re&De,-0.43476288709933963,4,Medical,305,3,Female,47,2,1,RS,2,Married,-1.0249825221953015,13248,1.2848600822687926,0,21,4,4,0,-0.3075690972864685,3,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.8150542438112763,30's,<5k,<10,<5,<5
37,0,F,663,Re&De,0.5881278001062117,3,Other,306,2,Male,47,3,3,RD,4,Divorced,1.2879205695860005,10056,-0.5864173580242138,1,14,3,3,3,0.14841116175654057,1,3,0.7747243810088977,1.0310406461599277,-0.9733423721381878,0.9049235229276625,30's,10k-15k,10-20,<5,5-10
38,0,R,119,Sales,-0.6954820319532931,3,LE,307,1,Male,76,3,3,SE,3,Divorced,1.0793774368597686,9647,-1.6217853521327694,0,12,3,3,2,0.8535671492801944,6,2,1.3500758020611967,1.2838236490365953,1.2395688206485869,1.5992397808308272,30's,10k-15k,10-20,5-10,10-15
31,0,N,979,Re&De,-1.5053496669764959,4,Medical,308,3,Male,90,1,2,MD,3,Married,-0.2646346712685402,4381,-1.6217853521327694,0,12,3,4,1,-0.49876697958303323,2,3,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,0.3217892224056365,30's,<5k,<10,<5,<5
59,0,R,142,Re&De,-0.6954820319532931,3,LE,309,3,Male,70,2,1,RS,4,Married,-1.304933274340992,8456,0.4489506360843417,0,17,3,1,1,-0.3075690972864685,6,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,<5k,<10,<5,<5
37,0,F,319,Sales,-0.43476288709933963,4,Marketing,311,1,Male,41,3,1,SR,4,Divorced,-0.9298811985181943,2539,0.7822646819350587,0,17,3,3,1,0.49372078256854574,2,3,0.6487547716317403,1.0310406461599277,1.2395688206485869,1.0510571351745928,30's,<5k,10-20,5-10,5-10
29,0,F,1413,Sales,-1.5053496669764959,1,Medical,312,2,Female,42,3,3,SE,4,Married,0.6388749364550841,6599,-0.5864173580242138,0,14,3,4,1,0.27299902599686326,5,3,0.889725624247082,1.2838236490365953,1.0143927182504924,-0.8150542438112763,20's,5k-10k,10-20,<5,10-15
35,0,F,944,Sales,-1.5053496669764959,3,Marketing,314,3,Female,92,3,3,SE,3,Single,0.7960076081540666,9096,-0.5864173580242138,0,14,3,1,0,0.14841116175654057,3,4,0.7747243810088977,0.8826704550237439,-0.9733423721381878,1.0510571351745928,30's,5k-10k,10-20,<5,5-10
29,1,R,896,Re&De,1.125041707062853,1,Medical,315,3,Male,86,2,1,RS,4,Single,-1.1650625483311596,14961,-0.5864173580242138,1,13,3,3,0,-0.9805471649695675,3,2,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,-0.8150542438112763,20's,<5k,<10,<5,<5
52,0,R,1323,Re&De,-1.0316074699401947,3,LE,316,3,Female,89,2,1,LT,4,Single,-0.7194708105122889,3300,1.484318630192897,0,15,3,2,0,-0.49876697958303323,3,2,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,50's,<5k,<10,<5,<5
42,0,R,532,Re&De,-0.43476288709933963,2,TD,319,3,Male,58,3,5,Manager,4,Married,1.975089193164459,4933,-0.5864173580242138,0,11,3,4,0,1.2045474989798381,3,3,1.7495945463358997,1.904191682657364,2.0956397277388885,1.7649124062971322,40's,15k-20k,20-30,10-15,15+
59,0,R,818,HR,-0.041631410602158754,2,Medical,321,2,Male,52,3,1,HR,3,Married,-1.243960304338508,25657,1.660253538085118,0,17,3,4,0,-0.3075690972864685,2,2,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,50's,<5k,<10,<5,<5
50,0,R,854,Sales,-1.5053496669764959,4,Medical,323,4,Female,68,3,5,Manager,4,Divorced,1.9972392448384022,24118,0.4489506360843417,0,11,3,3,1,1.7214670471914504,3,2,0.35383028348375706,-1.7367826544685656,-0.9733423721381878,0.7392508974613572,50's,15k-20k,30-40,<5,<5
33,1,R,813,Re&De,0.8488469449601651,3,Medical,325,3,Male,58,3,1,LT,4,Married,-1.1357374652089305,22149,1.0546020870847297,1,13,3,3,1,-0.1389206128713836,2,1,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.3217892224056365,30's,<5k,<10,<5,<5
43,0,R,1034,Sales,0.9950865624889356,3,Marketing,327,4,Female,80,3,4,Manager,4,Married,1.704063648998441,7744,1.0546020870847297,1,22,4,3,1,1.2045474989798381,3,3,1.4256209650104064,1.5876132420396485,-0.11727146504788616,1.1817781057751064,40's,15k-20k,20-30,<5,10-15
33,1,R,465,Re&De,-1.0316074699401947,2,LE,328,1,Female,39,3,1,LT,1,Married,-0.9769592202441925,21509,1.484318630192897,0,20,4,1,0,0.49372078256854574,3,4,0.6487547716317403,0.8826704550237439,-0.11727146504788616,0.9049235229276625,30's,<5k,10-20,<5,5-10
52,0,N,771,Sales,-1.0316074699401947,4,LE,329,1,Male,79,2,5,Manager,3,Single,1.9621939357017208,21030,-0.5864173580242138,1,18,3,4,0,1.7642122266006572,2,4,2.266194938078736,0.8826704550237439,2.4509412562230186,1.5072938939994467,50's,15k-20k,30-40,15+,5-10
32,0,R,1401,Sales,-0.43476288709933963,2,LE,330,3,Female,56,3,1,SR,2,Married,-0.41537948048115575,20990,0.019234092976174,0,11,3,1,1,-0.49876697958303323,5,3,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
32,1,R,515,Re&De,-1.5053496669764959,3,LE,331,4,Male,62,2,1,LT,3,Single,-0.49439307667088794,9571,-1.6217853521327694,1,14,3,4,0,-0.9805471649695675,2,1,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
39,0,R,1431,Re&De,-1.5053496669764959,4,Medical,332,3,Female,96,3,1,LT,3,Divorced,-1.2673795419251117,15417,1.484318630192897,0,14,3,3,3,-0.3075690972864685,1,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,30's,<5k,<10,<5,<5
32,0,N,976,Sales,1.5356121941788146,4,Marketing,333,3,Male,100,3,2,SE,4,Married,-0.2236200625307715,12069,-1.6217853521327694,0,18,3,1,0,-0.9805471649695675,2,3,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,<5k,<10,<5,<5
41,0,R,1411,Re&De,1.1849723829470664,2,LE,334,3,Male,36,3,2,RS,1,Divorced,-0.7865565867690594,19877,0.019234092976174,0,16,3,1,2,0.8535671492801944,2,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,40's,<5k,10-20,<5,<5
40,0,R,1300,Re&De,1.4456915278010198,2,TD,335,1,Male,62,3,2,RS,4,Divorced,-0.6701403778234302,24447,-0.5864173580242138,0,17,3,1,2,0.01194059718201139,3,3,0.6487547716317403,1.0310406461599277,1.0143927182504924,0.9049235229276625,40's,<5k,<10,<5,5-10
45,0,R,252,Re&De,-1.5053496669764959,3,Other,336,3,Male,70,4,5,Manager,4,Married,1.972738542320576,15970,-1.6217853521327694,0,11,3,3,1,1.3800965132450453,2,3,1.8597983957972617,-1.7367826544685656,-0.11727146504788616,0.9049235229276625,40's,15k-20k,20-30,<5,<5
31,0,F,1327,Re&De,-0.6954820319532931,4,Medical,337,2,Male,73,3,3,RD,3,Divorced,1.4616247781845457,13523,1.8176326760436148,0,12,3,1,1,0.01194059718201139,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,30's,10k-15k,<10,<5,<5
33,0,R,832,Re&De,-0.22173983491699154,4,LE,338,3,Female,63,2,1,RS,4,Married,-0.8675913708674631,14776,-0.5864173580242138,0,13,3,3,1,-1.711976498306294,2,2,-0.9425126477879964,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,<5k,<10,<5,<5
34,0,R,470,Re&De,-1.0316074699401947,4,LE,339,4,Male,84,2,2,MD,1,Married,0.21042196502250174,23687,1.2848600822687926,0,13,3,2,1,0.49372078256854574,3,3,0.889725624247082,1.16376230475229,1.2395688206485869,1.1817781057751064,30's,5k-10k,10-20,5-10,5-10
37,0,R,1017,Re&De,-1.5053496669764959,2,Medical,340,3,Female,83,2,1,RS,1,Married,-0.4195980221101247,18697,0.019234092976174,0,14,3,1,1,0.8535671492801944,2,2,-0.5622888525337819,-0.8636316179711291,-0.9733423721381878,-0.31199299600307684,30's,<5k,10-20,<5,<5
45,0,F,1199,Re&De,0.11438560306990991,4,LE,341,1,Male,77,4,2,MD,3,Married,0.3263961942432947,5118,0.7822646819350587,0,17,3,4,1,0.01194059718201139,1,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,40's,5k-10k,<10,<5,<5
37,1,F,504,Re&De,0.48646440151058035,3,Medical,342,1,Male,61,3,3,MD,3,Divorced,0.9975751739717638,22573,1.2848600822687926,0,11,3,2,2,0.8535671492801944,5,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,30's,10k-15k,10-20,<5,<5
39,0,F,505,Re&De,-1.0316074699401947,4,TD,343,3,Female,64,3,3,Healthcare,3,Single,1.1253615157891041,6420,-1.6217853521327694,0,25,4,4,0,1.0742889058518768,1,3,1.564873907649279,0.7144622055422116,2.0956397277388885,1.0510571351745928,30's,10k-15k,20-30,10-15,5-10
29,0,R,665,Re&De,0.9242532380931131,3,LE,346,3,Male,60,3,1,RS,4,Single,-1.1962560140497687,22673,-0.5864173580242138,0,19,3,1,0,-0.49876697958303323,1,3,0.177344441121138,0.5202800323431175,-0.11727146504788616,0.5479958873663928,20's,<5k,<10,<5,5-10
42,0,R,916,Re&De,1.061869997142513,2,LE,347,4,Female,82,4,2,RS,1,Single,0.35214934567912376,23016,0.4489506360843417,1,13,3,3,0,0.14841116175654057,1,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,40's,5k-10k,10-20,<5,<5
29,0,R,1247,Sales,1.241978421457346,2,Marketing,349,4,Male,45,3,2,SE,4,Divorced,0.4384244711228516,10732,0.019234092976174,0,14,3,4,1,0.14841116175654057,2,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,20's,5k-10k,10-20,<5,<5
25,0,R,685,Re&De,-1.5053496669764959,3,LE,350,1,Female,62,3,2,MD,3,Married,-0.08427395476280485,7505,-1.6217853521327694,0,12,3,4,2,-0.7194887361547153,3,3,-0.2673643643857992,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,20's,<5k,<10,<5,<5
42,0,R,269,Re&De,-1.0316074699401947,3,Medical,351,4,Female,56,2,1,LT,1,Divorced,-1.0417237228522818,8007,-1.6217853521327694,1,11,3,3,1,0.14841116175654057,4,3,0.6487547716317403,0.7144622055422116,1.594870349132717,1.0510571351745928,40's,<5k,10-20,5-10,5-10
40,0,R,1416,Re&De,-1.0316074699401947,2,Medical,352,1,Male,49,3,5,RD,3,Divorced,1.9909770380667582,5949,-1.6217853521327694,0,19,3,4,1,1.2045474989798381,5,3,1.6908435170264369,0.8826704550237439,0.7387994420424154,1.1817781057751064,40's,15k-20k,20-30,<5,5-10
51,0,R,833,Re&De,-1.5053496669764959,3,LE,353,3,Male,96,3,1,RS,4,Married,-0.9680883455479612,23231,-0.5864173580242138,0,11,3,2,0,-2.292544621589625,0,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,50's,<5k,<10,<5,<5
31,1,F,307,Re&De,1.6587145799833682,2,Medical,355,3,Male,71,2,1,LT,2,Single,-0.5992648668102684,11652,-1.6217853521327694,0,11,3,2,0,-0.49876697958303323,2,4,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,0.3217892224056365,30's,<5k,<10,<5,<5
32,0,F,1311,Re&De,0.11438560306990991,3,LE,359,2,Male,100,4,1,LT,2,Married,-0.9293423448267032,26062,-0.5864173580242138,0,20,4,3,0,-0.7194887361547153,3,1,-0.026393511770457165,-0.8636316179711291,-0.9733423721381878,0.04493463955819317,30's,<5k,<10,<5,<5
38,0,N,1327,Sales,-1.0316074699401947,2,LE,361,4,Male,39,2,2,SE,4,Married,0.019924690962532347,19682,0.4489506360843417,0,18,3,4,1,0.49372078256854574,0,3,0.5095018289928678,0.8826704550237439,1.594870349132717,0.5479958873663928,30's,5k-10k,10-20,5-10,5-10
32,0,R,128,Re&De,-1.0316074699401947,1,TD,362,4,Male,84,2,2,LT,1,Single,-1.305624813560863,19737,0.7822646819350587,0,13,3,4,0,0.01194059718201139,5,3,0.177344441121138,-0.3528710041543192,-0.9733423721381878,0.3217892224056365,30's,<5k,<10,<5,<5
46,0,R,488,Sales,-1.0316074699401947,3,TD,363,3,Female,75,1,4,Manager,2,Married,1.7779571494640132,14977,0.4489506360843417,1,12,3,2,1,1.536454302687859,2,2,0.35383028348375706,0.8826704550237439,1.594870349132717,0.9049235229276625,40's,15k-20k,20-30,5-10,5-10
28,1,R,529,Re&De,-1.0316074699401947,4,LE,364,1,Male,79,3,1,LT,3,Single,-0.5966708495885867,14935,0.019234092976174,0,11,3,3,0,-0.7194887361547153,5,1,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,<5k,<10,<5,<5
29,0,R,1210,Sales,-1.0316074699401947,3,Medical,366,1,Male,78,2,2,SE,2,Married,0.3747525804537901,3687,0.019234092976174,0,19,3,2,2,0.14841116175654057,2,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,20's,5k-10k,10-20,<5,<5
31,0,R,1463,Re&De,1.3979954351294148,3,Medical,367,2,Male,64,2,2,Healthcare,4,Married,0.11253030242716269,14408,-1.6217853521327694,0,21,4,2,1,0.14841116175654057,2,3,0.6487547716317403,-1.7367826544685656,1.594870349132717,1.0510571351745928,30's,5k-10k,10-20,5-10,<5
25,0,N,675,Re&De,-0.22173983491699154,2,LE,369,2,Male,85,4,2,Healthcare,1,Divorced,-0.38918392838739435,18384,-0.5864173580242138,0,12,3,4,2,-0.49876697958303323,2,3,0.177344441121138,0.009519418526307482,-0.11727146504788616,0.5479958873663928,20's,<5k,<10,<5,<5
45,0,R,1385,Re&De,1.241978421457346,2,Medical,372,3,Male,79,3,4,Healthcare,4,Married,1.4417854623341657,7501,-1.6217853521327694,1,14,3,2,0,1.140898923908119,2,3,1.6293589179020018,0.8826704550237439,1.0143927182504924,1.3000296076241802,40's,10k-15k,20-30,<5,5-10
36,0,R,1403,Re&De,-0.041631410602158754,3,LE,373,4,Male,47,3,1,LT,4,Married,-0.7204084360872902,20251,-1.6217853521327694,0,11,3,3,1,0.7717244644490785,4,3,1.2699494195012964,1.5876132420396485,1.988176391645514,1.4079847707358624,30's,<5k,10-20,10-15,10-15
55,0,R,452,Re&De,-1.5053496669764959,3,Medical,374,4,Male,81,3,5,Manager,1,Single,1.9603765925783156,18938,-1.6217853521327694,1,14,3,3,0,1.9234714500101182,2,3,2.3779527918747947,1.2838236490365953,1.0143927182504924,1.5992397808308272,50's,15k-20k,30-40,<5,10-15
47,1,N,666,Re&De,1.6587145799833682,4,LE,376,1,Male,88,3,3,Manager,2,Married,1.2458178314632244,10268,-0.5864173580242138,1,12,3,4,1,0.14841116175654057,2,2,0.7747243810088977,0.8826704550237439,1.8704636253407945,1.1817781057751064,40's,10k-15k,10-20,5-10,5-10
28,0,R,1158,Re&De,0.37510474792386383,3,Medical,377,4,Male,94,3,1,RS,4,Married,-1.3807899562873633,2613,-0.5864173580242138,0,23,4,4,1,-0.7194887361547153,3,2,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,0.3217892224056365,20's,<5k,<10,<5,<5
37,0,R,228,Sales,-0.041631410602158754,4,Medical,378,3,Male,98,3,2,SE,4,Married,0.3422250941288979,22825,0.7822646819350587,0,14,3,2,1,-0.3075690972864685,5,4,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,-0.8150542438112763,30's,5k-10k,<10,<5,<5
21,0,R,996,Re&De,-0.6954820319532931,2,Medical,379,4,Male,100,2,1,RS,3,Single,-0.7110583493881155,10531,-0.5864173580242138,0,17,3,1,0,-1.3000568594380468,4,4,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-1.675043127180746,20's,<5k,<10,<5,<5
37,0,N,728,Re&De,-1.5053496669764959,4,Medical,380,1,Female,80,3,3,RD,4,Divorced,1.4536761147877106,11677,0.019234092976174,1,18,3,1,2,0.6849186648651102,2,3,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,30's,10k-15k,10-20,<5,<5
35,0,R,1315,Re&De,1.3482691212331284,3,LE,381,2,Female,71,4,3,Manager,2,Divorced,1.2643827928967843,19100,1.484318630192897,0,18,3,2,1,0.14841116175654057,6,2,0.35383028348375706,0.8826704550237439,1.429952502512088,-0.31199299600307684,30's,10k-15k,10-20,5-10,5-10
38,0,R,322,Sales,0.11438560306990991,2,Medical,382,1,Female,44,4,2,SE,1,Divorced,0.11872103638945523,19191,-0.5864173580242138,1,24,4,3,1,-0.1389206128713836,3,3,0.5095018289928678,-1.7367826544685656,1.594870349132717,0.9049235229276625,30's,5k-10k,<10,5-10,<5
26,0,F,1479,Re&De,-1.5053496669764959,3,LE,384,3,Female,84,3,2,MD,2,Divorced,0.3177129963156787,26767,-0.5864173580242138,0,20,4,1,1,-0.49876697958303323,6,1,0.177344441121138,0.5202800323431175,-0.11727146504788616,0.3217892224056365,20's,5k-10k,<10,<5,5-10
