Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_N,BusinessTravel_R,Department_Re&De,Department_Sales,EducationField_LE,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_TD,Gender_Male,JobRole_Healthcare,JobRole_LT,JobRole_MD,JobRole_Manager,JobRole_RD,JobRole_RS,JobRole_SE,JobRole_SR,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
55,147,1.241978421457346,2,389,2,37,3,2,4,0.06680025915014776,15972,0.4489506360843417,19,3,4,1,0.38760875109346676,4,3,0.7747243810088977,0.8826704550237439,-0.9733423721381878,1.0510571351745928,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True
26,496,0.5881278001062117,2,390,1,60,3,2,1,-0.13332191277586491,22722,-0.5864173580242138,13,3,3,1,-0.7194887361547153,3,3,-0.026393511770457165,0.009519418526307482,0.7387994420424154,0.04493463955819317,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True
37,1372,-1.5053496669764959,3,391,4,42,3,1,4,-1.348420810185331,15881,-0.5864173580242138,12,3,2,0,0.8535671492801944,3,3,1.4256209650104064,1.4942601209226112,1.2395688206485869,0.9049235229276625,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
44,920,1.4456915278010198,3,392,4,43,3,1,3,-0.7435645505176969,19920,0.4489506360843417,22,4,4,1,1.0044283593335894,0,1,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
38,688,1.3979954351294148,4,393,4,82,3,2,4,0.15586452059744427,18899,1.8176326760436148,14,3,2,1,0.14841116175654057,2,3,-0.9425126477879964,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
26,1449,0.9950865624889356,4,394,1,45,3,1,2,-1.175177290810317,14180,0.019234092976174,13,3,4,1,-0.7194887361547153,2,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
28,1117,0.2520023621193102,2,395,4,66,3,1,4,-0.6742279808833458,4488,-0.5864173580242138,21,4,4,0,-0.7194887361547153,3,3,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
49,636,0.48646440151058035,4,396,3,35,3,5,1,1.9300290382270187,25594,1.8176326760436148,11,3,4,0,1.2045474989798381,4,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
36,506,-0.6954820319532931,3,397,3,30,3,2,2,-0.21689160350400422,26285,0.7822646819350587,12,3,4,0,0.14841116175654057,2,3,0.5095018289928678,-1.7367826544685656,1.594870349132717,0.9049235229276625,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
31,444,-0.22173983491699154,3,399,4,84,3,1,2,-0.9320385436218704,3909,-0.5864173580242138,11,3,3,1,-1.711976498306294,5,2,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,950,-0.43476288709933963,4,401,4,48,2,2,4,0.17746033088782717,8450,-0.5864173580242138,12,3,2,0,-0.1389206128713836,0,3,0.5095018289928678,0.8826704550237439,1.594870349132717,0.3217892224056365,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
37,889,0.37510474792386383,3,403,2,53,3,1,4,-1.2052884202006577,11411,-0.5864173580242138,12,3,3,3,-0.9805471649695675,3,2,-0.2673643643857992,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
42,555,1.5356121941788146,3,404,3,77,3,4,2,1.4450174490775618,14864,1.0546020870847297,14,3,4,1,1.265486788148442,2,4,1.6293589179020018,0.29061126825485295,1.0143927182504924,1.0510571351745928,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
18,230,-0.6954820319532931,3,405,3,54,3,1,3,-1.9479907752723142,25233,-0.5864173580242138,13,3,3,0,-3.285032383741204,2,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
35,1232,0.9950865624889356,3,406,3,96,3,3,2,0.6581467573080411,5100,-1.6217853521327694,15,3,3,2,0.38760875109346676,3,2,0.889725624247082,1.16376230475229,1.429952502512088,1.1817781057751064,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
36,566,1.125041707062853,4,407,3,81,4,1,4,-0.511440352602318,7122,0.7822646819350587,18,3,4,2,-0.9805471649695675,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
51,1302,-1.0316074699401947,3,408,4,84,1,2,2,0.08531418790901177,16321,1.0546020870847297,18,3,4,1,0.49372078256854574,3,3,-0.2673643643857992,-0.8636316179711291,-0.11727146504788616,-0.31199299600307684,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
41,334,-1.0316074699401947,4,410,4,88,3,4,2,1.699463695007385,15896,-0.5864173580242138,19,3,2,0,1.2045474989798381,2,3,1.7495945463358997,1.2838236490365953,-0.9733423721381878,0.3217892224056365,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
18,812,0.48646440151058035,3,411,4,69,2,1,3,-2.2012803093326605,9724,-0.5864173580242138,12,3,1,0,-3.285032383741204,2,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
28,1476,0.9950865624889356,2,412,2,68,4,2,1,0.1336885524104755,4824,-1.6217853521327694,19,3,3,0,0.01194059718201139,2,3,0.5095018289928678,0.009519418526307482,-0.9733423721381878,0.9049235229276625,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False
31,218,0.11438560306990991,3,416,2,100,4,2,4,0.4379899518225341,12241,0.7822646819350587,11,3,2,1,0.14841116175654057,3,2,0.5095018289928678,0.8826704550237439,1.594870349132717,0.9049235229276625,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
39,1132,-1.5053496669764959,3,417,3,48,4,3,4,0.9309381933641763,10942,-1.6217853521327694,17,3,1,3,1.0044283593335894,5,2,1.4970805589122105,1.2838236490365953,0.7387994420424154,0.9049235229276625,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
36,1105,1.4456915278010198,4,419,2,47,3,2,2,0.13714198007254486,6927,1.484318630192897,15,3,3,1,0.27299902599686326,3,3,0.6487547716317403,1.0310406461599277,-0.9733423721381878,1.0510571351745928,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
32,906,0.11438560306990991,3,420,4,91,2,2,3,0.085863358821301,16985,-0.5864173580242138,14,3,3,1,0.49372078256854574,3,2,1.0934635771386776,1.0310406461599277,1.0143927182504924,1.0510571351745928,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
38,849,1.4915166961003585,2,421,1,81,2,3,2,1.2725193712048366,26707,0.4489506360843417,17,3,3,1,1.0044283593335894,2,3,0.7747243810088977,1.0310406461599277,-0.9733423721381878,-0.8150542438112763,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
58,390,-1.5053496669764959,4,422,4,32,1,2,3,0.13342257579142908,17056,0.019234092976174,13,3,4,1,0.38760875109346676,2,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
31,691,-0.22173983491699154,4,423,3,86,3,1,4,-0.108129746380526,10077,-1.6217853521327694,12,3,3,1,-0.49876697958303323,4,3,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,0.04493463955819317,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
31,106,-1.0316074699401947,3,424,1,62,2,2,1,0.3207695585521896,17822,0.4489506360843417,12,3,4,0,0.01194059718201139,1,3,-0.9425126477879964,-0.3528710041543192,-0.11727146504788616,-1.675043127180746,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
45,1249,0.11438560306990991,3,425,1,97,3,3,1,0.008696794881391032,20308,-0.5864173580242138,18,3,1,1,1.3239380538020686,2,3,1.8597983957972617,1.16376230475229,1.8704636253407945,1.4079847707358624,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
31,192,-1.0316074699401947,4,426,3,32,3,1,4,-0.983646840228808,7747,-1.6217853521327694,18,3,2,1,-1.3000568594380468,2,1,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
33,553,-0.22173983491699154,4,428,4,74,3,3,2,1.2494984748835756,23364,1.2848600822687926,11,3,2,2,0.38760875109346676,2,3,0.7747243810088977,0.7144622055422116,1.7403381992547586,1.0510571351745928,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
39,117,0.48646440151058035,1,429,3,99,3,4,1,1.7953483049103725,5355,-0.5864173580242138,14,3,4,0,1.140898923908119,3,3,1.6908435170264369,1.16376230475229,2.0956397277388885,1.3000296076241802,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
43,185,0.48646440151058035,4,430,3,33,3,1,4,-1.1240428608049726,10675,-1.6217853521327694,19,3,1,0,0.01194059718201139,5,3,0.5095018289928678,0.8826704550237439,-0.11727146504788616,0.9049235229276625,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
49,1091,-1.5053496669764959,2,431,3,90,2,4,3,1.4931142144054992,17810,1.484318630192897,12,3,4,0,1.3800965132450453,2,3,0.35383028348375706,-0.8636316179711291,-0.9733423721381878,0.9049235229276625,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True
52,723,0.2520023621193102,4,433,3,85,2,2,2,-0.07111452849507188,17747,0.019234092976174,15,3,1,0,0.27299902599686326,3,2,0.5095018289928678,-0.3528710041543192,1.594870349132717,0.9049235229276625,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
27,1220,-0.22173983491699154,3,434,3,85,3,1,2,-1.110006685268428,20938,-0.5864173580242138,12,3,2,0,-0.9805471649695675,2,2,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
32,588,0.2520023621193102,2,436,3,65,2,2,2,0.01388930562933828,24624,-0.5864173580242138,11,3,4,0,0.49372078256854574,2,3,1.0934635771386776,1.4942601209226112,2.0956397277388885,1.1817781057751064,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
27,1377,-1.0316074699401947,3,437,4,74,3,2,3,-0.21924314583880752,5242,-0.5864173580242138,11,3,1,0,-0.7194887361547153,3,3,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.3217892224056365,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
31,691,0.11438560306990991,3,438,4,73,3,2,4,0.5666218999678456,7143,0.7822646819350587,12,3,4,3,0.49372078256854574,3,3,0.35383028348375706,0.8826704550237439,-0.11727146504788616,0.9049235229276625,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
32,1018,-1.0316074699401947,4,439,1,74,4,2,4,-0.03677332519879402,10557,1.484318630192897,16,3,3,0,0.14841116175654057,0,2,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.9049235229276625,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
28,1157,-1.0316074699401947,4,440,1,84,1,1,4,-0.6057695275718075,24737,1.0546020870847297,13,3,4,0,-0.7194887361547153,4,2,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
30,1275,1.6191042775119344,2,441,4,64,3,2,4,0.16370602395267073,11934,-0.5864173580242138,13,3,4,2,0.27299902599686326,2,3,0.7747243810088977,1.0310406461599277,-0.11727146504788616,1.1817781057751064,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31,798,0.11438560306990991,2,442,3,48,2,3,3,0.8221611132399331,14034,-0.5864173580242138,24,4,1,1,0.14841116175654057,2,3,0.7747243810088977,1.16376230475229,1.7403381992547586,1.1817781057751064,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
39,672,0.11438560306990991,2,444,3,54,2,5,4,1.9782176971201035,21141,-0.5864173580242138,15,3,1,1,1.140898923908119,2,3,1.6908435170264369,1.16376230475229,2.2860234096023904,0.04493463955819317,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
39,1162,-0.6954820319532931,2,445,4,41,3,2,3,0.01676631572270472,17778,0.7822646819350587,18,3,1,0,0.38760875109346676,3,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
33,508,0.48646440151058035,3,446,2,46,2,2,4,-0.1521749486158059,4317,0.4489506360843417,14,3,3,0,0.01194059718201139,6,2,0.35383028348375706,0.8826704550237439,-0.9733423721381878,-0.8150542438112763,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
47,1482,-0.22173983491699154,5,447,4,42,3,5,3,1.9002919981631345,16375,0.7822646819350587,11,3,2,1,1.140898923908119,2,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.8150542438112763,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
43,559,0.48646440151058035,4,448,3,82,2,2,3,0.022217537427302717,6227,-0.5864173580242138,11,3,2,1,0.01194059718201139,3,4,0.6487547716317403,0.8826704550237439,-0.9733423721381878,-1.675043127180746,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
27,210,-1.5053496669764959,1,449,3,73,3,2,2,0.3063731752340733,22107,-1.6217853521327694,13,3,4,1,-0.49876697958303323,0,3,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,0.3217892224056365,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
54,928,1.241978421457346,4,450,4,31,3,2,3,-0.09321429674183862,16885,0.4489506360843417,12,3,4,0,1.0742889058518768,4,2,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,0.04493463955819317,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
43,1001,0.11438560306990991,3,451,3,43,3,3,1,0.9881050077584368,9262,1.660253538085118,16,3,1,1,0.14841116175654057,1,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
45,549,0.2520023621193102,4,452,4,75,3,2,4,-0.5077710832564559,9278,1.8176326760436148,14,3,1,2,0.38760875109346676,3,3,0.7747243810088977,1.16376230475229,1.8704636253407945,1.0510571351745928,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
40,1124,-1.5053496669764959,2,453,2,57,1,2,4,0.5485589889642669,13273,0.019234092976174,22,4,3,3,-0.49876697958303323,2,2,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,-0.31199299600307684,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True
29,318,0.2520023621193102,4,454,2,77,1,1,1,-1.3455769441374101,4759,-0.5864173580242138,11,3,4,0,-0.3075690972864685,4,2,0.35383028348375706,0.8826704550237439,-0.9733423721381878,0.9049235229276625,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
29,738,0.37510474792386383,5,455,2,30,2,1,4,-0.3955957233275491,7621,-1.6217853521327694,17,3,3,0,-0.9805471649695675,2,3,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
30,570,-0.22173983491699154,3,456,4,30,2,2,3,0.2505730704407955,5431,-0.5864173580242138,13,3,3,3,0.14841116175654057,2,3,0.7747243810088977,1.16376230475229,-0.11727146504788616,-0.31199299600307684,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,1130,0.2520023621193102,4,458,2,56,3,2,2,0.27401433446838597,3415,-0.5864173580242138,18,3,1,1,-0.1389206128713836,3,3,0.5095018289928678,0.8826704550237439,-0.9733423721381878,0.9049235229276625,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,1192,-0.22173983491699154,2,460,4,61,3,2,4,0.30589882442693567,23177,1.484318630192897,16,3,3,2,-0.1389206128713836,2,2,0.177344441121138,-0.3528710041543192,-0.9733423721381878,0.3217892224056365,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
38,343,0.9242532380931131,2,461,3,92,2,3,4,1.2021115635598199,15682,-1.6217853521327694,14,3,2,1,0.38760875109346676,3,3,0.889725624247082,1.2838236490365953,0.38349791355828505,1.1817781057751064,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
31,1232,0.11438560306990991,4,462,3,39,3,3,4,0.48378670269821805,25713,-0.5864173580242138,14,3,3,0,0.27299902599686326,2,2,0.889725624247082,1.16376230475229,1.0143927182504924,1.3000296076241802,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
29,144,0.48646440151058035,1,463,4,39,2,2,2,0.7039999013650069,11866,-0.5864173580242138,14,3,1,2,-0.3075690972864685,2,3,0.35383028348375706,0.8826704550237439,-0.11727146504788616,0.9049235229276625,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,1296,-0.22173983491699154,4,464,3,62,3,3,2,0.6721615010047667,18264,-1.6217853521327694,13,3,4,0,0.8535671492801944,5,3,1.3500758020611967,0.7144622055422116,-0.9733423721381878,1.5992397808308272,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
23,1309,1.5356121941788146,1,465,3,83,3,1,4,-0.8712155040844678,16092,-0.5864173580242138,12,3,3,2,-0.9805471649695675,2,2,-0.2673643643857992,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
41,483,-0.041631410602158754,3,466,4,95,2,2,2,0.22925917119995076,10110,1.2848600822687926,15,3,4,0,-0.1389206128713836,3,3,-0.026393511770457165,0.29061126825485295,-0.11727146504788616,-0.31199299600307684,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True
47,1309,-0.43476288709933963,1,467,2,99,3,2,3,-0.834348815030942,25751,0.4489506360843417,19,3,1,0,-0.7194887361547153,3,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
42,810,1.3979954351294148,5,468,1,44,3,4,4,1.6972996774916154,15901,0.019234092976174,14,3,2,0,0.7717244644490785,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
29,746,-1.0316074699401947,3,469,4,61,3,2,3,-0.1628237187234085,16928,-0.5864173580242138,14,3,1,1,-0.9805471649695675,3,2,-0.2673643643857992,0.009519418526307482,-0.9733423721381878,-0.31199299600307684,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
42,544,-1.0316074699401947,1,470,3,52,3,1,3,-0.9830884027572482,24017,-1.6217853521327694,11,3,3,1,-0.9805471649695675,5,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-1.675043127180746,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
32,1062,-1.0316074699401947,3,471,3,75,3,1,2,-1.1770813921702066,3956,-0.5864173580242138,13,3,3,1,-0.1389206128713836,4,3,0.5095018289928678,-1.7367826544685656,-0.9733423721381878,0.9049235229276625,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
48,530,1.6587145799833682,1,473,1,91,3,3,3,1.3268323530599826,23978,0.4489506360843417,21,4,2,1,0.6849186648651102,3,1,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
37,1319,-0.041631410602158754,3,474,3,51,4,2,1,0.21471243178522872,17001,0.7822646819350587,13,3,1,2,0.49372078256854574,2,3,0.35383028348375706,0.8826704550237439,1.429952502512088,0.9049235229276625,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
30,641,1.4915166961003585,2,475,4,85,3,2,3,-0.13491050520593528,6069,1.484318630192897,12,3,2,1,-0.9805471649695675,2,4,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
26,933,-1.5053496669764959,3,476,3,57,3,2,3,0.03334543996216056,20156,-0.5864173580242138,17,3,2,1,-0.1389206128713836,3,3,0.5095018289928678,0.8826704550237439,1.594870349132717,0.9049235229276625,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
42,1332,-1.0316074699401947,4,477,1,98,2,2,4,0.4054825137417835,17078,0.4489506360843417,23,4,2,0,0.5925087204653425,6,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False
21,756,-1.5053496669764959,1,478,1,99,2,1,2,-1.3070088454825632,9150,-0.5864173580242138,11,3,3,0,-1.3000568594380468,3,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True
36,845,-1.5053496669764959,5,479,4,45,3,2,4,0.3767906948521883,15276,0.7822646819350587,15,3,2,0,-0.3075690972864685,6,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,541,-0.6954820319532931,4,481,1,48,2,3,4,0.9443483565211578,7246,0.7822646819350587,11,3,1,1,0.7717244644490785,2,3,1.0934635771386776,1.16376230475229,-0.11727146504788616,1.5072938939994467,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
57,593,-1.5053496669764959,4,482,4,88,3,2,3,0.3996985662782881,2967,0.019234092976174,11,3,3,0,0.6849186648651102,2,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
40,1171,0.48646440151058035,4,483,4,46,4,1,3,-1.2802470390988214,22495,0.4489506360843417,13,3,3,1,0.14841116175654057,3,3,0.35383028348375706,0.8826704550237439,-0.11727146504788616,0.9049235229276625,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
21,895,0.37510474792386383,2,484,1,39,3,1,4,-1.0318873564173607,2851,-0.5864173580242138,24,4,3,0,-1.3000568594380468,3,2,-0.5622888525337819,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
33,350,-0.22173983491699154,3,485,4,34,3,1,3,-0.8989421207006755,9150,-0.5864173580242138,13,3,2,0,-2.292544621589625,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True
37,921,0.48646440151058035,3,486,3,98,3,1,1,-0.6109935627325269,17663,1.2848600822687926,20,4,2,1,0.8535671492801944,3,3,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.04493463955819317,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
46,1144,0.11438560306990991,4,487,3,30,3,2,3,0.022503897915908122,16044,0.019234092976174,14,3,3,0,-0.3075690972864685,2,4,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
41,143,-0.43476288709933963,3,488,1,56,3,2,2,0.889975913357314,9558,-0.5864173580242138,18,3,3,0,-0.1389206128713836,5,3,0.5095018289928678,0.8826704550237439,1.594870349132717,0.9049235229276625,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
50,1046,0.48646440151058035,3,491,4,100,2,3,4,1.063253872704339,2755,1.2848600822687926,15,3,4,0,1.0742889058518768,2,3,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,0.04493463955819317,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False
40,575,1.3482691212331284,2,492,3,68,2,2,3,0.31370656893909005,6110,0.019234092976174,12,3,1,2,-0.1389206128713836,6,3,0.177344441121138,0.29061126825485295,-0.11727146504788616,-1.675043127180746,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
31,408,0.37510474792386383,4,493,3,42,2,1,2,-1.0050223996625982,7551,-1.6217853521327694,16,3,4,0,-1.3000568594380468,5,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
21,156,0.6816490610771554,3,494,3,90,4,1,2,-0.9719629245551913,25422,-0.5864173580242138,15,3,4,0,-2.292544621589625,0,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
29,1283,1.3979954351294148,3,495,4,54,3,1,4,-1.2884308995948488,18168,1.8176326760436148,16,3,4,0,-0.49876697958303323,4,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
